Price,Close,High,Low,Open,Volume
Ticker,XLE,XLE,XLE,XLE,XLE
Date,,,,,
2010-01-04,17.268268585205078,17.268268585205078,16.968767795366727,17.00693864105523,33856800
2010-01-05,17.409204483032227,17.444439529594355,17.212473139514636,17.29175283435588,34736200
2010-01-06,17.617687225341797,17.670540376626015,17.379848044562824,17.4180200138464,48703800
2010-01-07,17.59125518798828,17.620617542873173,17.41214191092513,17.541338960663555,34899000
2010-01-08,17.705766677856445,17.720447852593853,17.467928734845664,17.52959034080388,26688600
2010-01-11,17.682289123535156,17.873146765942487,17.53841082439808,17.8202936046352,38919800
2010-01-12,17.426822662353516,17.532528929518314,17.335798692374283,17.412141485269963,43021200
2010-01-13,17.491426467895508,17.55896079895621,17.18311717562625,17.418019440207477,44275000
2010-01-14,17.541339874267578,17.585383408888834,17.420952420806124,17.488486736640393,31090800
2010-01-15,17.400392532348633,17.558951900626393,17.280005112752953,17.520779951944313,38110400
2010-01-19,17.558958053588867,17.588321532134472,17.32112003793146,17.35341818417836,29226200
2010-01-20,17.285886764526367,17.371039186445294,17.153753889152576,17.371039186445294,31283400
2010-01-21,16.933528900146484,17.35341709615395,16.89242115286219,17.30056395818783,50413200
2010-01-22,16.531261444091797,16.94821391941744,16.484280993924344,16.851316110889535,46057200
2010-01-25,16.639904022216797,16.801400374588155,16.58705199428891,16.64284093049754,31802400
2010-01-26,16.53419303894043,16.824884130904568,16.419677178361606,16.501893779810654,43030600
2010-01-27,16.46959686279297,16.634028968972736,16.202395390314653,16.4872149484879,53233400
2010-01-28,16.296358108520508,16.625221237802574,16.09081823268089,16.589986182547904,68861400
2010-01-29,16.002731323242188,16.578242125859006,15.920515814326157,16.416746896158674,65605400
2010-02-01,16.531261444091797,16.534198352284797,16.181844415977757,16.19358980854519,43626600
2010-02-02,16.748537063598633,16.777899407975184,16.457844925823572,16.59291350211833,44501600
2010-02-03,16.60466957092285,16.839571837370187,16.56649760259317,16.701567385889955,39498600
2010-02-04,15.923446655273438,16.478403408244215,15.914638173512616,16.472530713703016,74346400
2010-02-05,15.92638874053955,15.99685885774108,15.465391590043938,15.92051604408904,92756800
2010-02-08,15.77957534790039,16.117247007125048,15.776638439501449,15.92932519327787,48230200
2010-02-09,16.11137580871582,16.313979943194262,15.946944766359367,15.996861012759728,67116200
