Price,Close,High,Low,Open,Volume
Ticker,XLF,XLF,XLF,XLF,XLF
Date,,,,,
2010-01-04,8.942388534545898,8.966738608108031,8.820641025312247,8.838903044500658,92942347
2010-01-05,9.10675048828125,9.10675048828125,8.918041493455242,8.930216175102807,96770018
2010-01-06,9.125009536743164,9.161534284426144,9.03369873950193,9.10066018138394,75492798
2010-01-07,9.319803237915039,9.374589268158843,9.125006319783163,9.143268329864432,117869112
2010-01-08,9.26501750946045,9.319804260358612,9.191968746477555,9.271104846822025,111866140
2010-01-11,9.271103858947754,9.36241462428584,9.21631782853124,9.356327287572894,72747299
2010-01-12,9.137184143066406,9.240669609085208,9.076310045260724,9.198058240872088,137613736
2010-01-13,9.24067211151123,9.271108811334459,9.06413710860367,9.137186617467975,100839458
2010-01-14,9.283284187316895,9.313721604066574,9.18588602593545,9.210235387619727,70844542
2010-01-15,9.094573020935059,9.234583257287092,9.082398342059962,9.22849663249376,118059301
2010-01-19,9.210232734680176,9.21632078799196,9.009349129359256,9.058048553344635,100437782
2010-01-20,9.185883522033691,9.246757624295565,9.088485387201175,9.14935948946305,99359426
2010-01-21,8.924125671386719,9.240670880604162,8.826727530282065,9.179796774422185,310007531
2010-01-22,8.63193130493164,8.936301863045497,8.583231872704573,8.893689770516282,260932239
2010-01-25,8.680630683898926,8.790204227076478,8.595407214007631,8.753679474469212,179396215
2010-01-26,8.528446197509766,8.765855314939246,8.516271517568619,8.625845066327498,151799780
2010-01-27,8.735416412353516,8.75367842915428,8.516270066811876,8.552794100413404,254674696
2010-01-28,8.692804336547852,8.844989954019143,8.583230806311587,8.802377866784115,275452007
2010-01-29,8.63193130493164,8.869340411724874,8.60758194614023,8.753679528177184,222839929
2010-02-01,8.77802562713623,8.802374974902847,8.68671414372357,8.68671414372357,155187738
2010-02-02,8.863249778747559,8.887599845098913,8.74758964349377,8.784113671054744,135155306
2010-02-03,8.765856742858887,8.875429594822425,8.741506664365794,8.814554755911889,131388692
2010-02-04,8.38843059539795,8.698887594340517,8.382343259312316,8.686712922169253,266891017
2010-02-05,8.485833168029785,8.510182523178448,8.224074741605083,8.437133743088316,315216015
2010-02-08,8.315385818481445,8.504095471179983,8.30321114049654,8.504095471179983,132199183
2010-02-09,8.400609016418457,8.461483119084239,8.278861525731037,8.41887103282495,190172389
2010-02-10,8.467568397521973,8.558879171980452,8.357995611100591,8.412782361633267,155220729
2010-02-11,8.485833168029785,8.528444539539947,8.266686827759385,8.467570437024147,92212240
2010-02-12,8.491924285888672,8.491924285888672,8.333652679024802,8.388438757100731,125390768
2010-02-16,8.66845417022705,8.680628846971748,8.49800726651311,8.552793311864246,134800901
2010-02-17,8.69888973236084,8.735414472495542,8.656278369288353,8.735414472495542,81067751
2010-02-18,8.753679275512695,8.778029348245516,8.65628112851409,8.662368468036238,73617370
2010-02-19,8.80237865447998,8.832815351911423,8.692805114438341,8.698892453924628,72633555
2010-02-22,8.918042182922363,8.966740913277592,8.820643292923036,8.832817975511842,86110666
2010-02-23,8.753679275512695,8.942388229987756,8.723241863257725,8.875427495244121,144519031
2010-02-24,8.905864715576172,8.918039394358102,8.759766426260368,8.759766426260368,87297473
2010-02-25,8.881514549255371,8.893689227908293,8.729329636805437,8.784115690743587,130407585
2010-02-26,8.936304092407227,8.966740798489608,8.832817862438278,8.881517306814514,129857821
2010-03-01,8.960648536682129,8.984997888176993,8.905862495818685,8.966735874555845,65465319
2010-03-02,8.9910888671875,9.076313061220981,8.978914186509666,8.985001526848583,71151554
2010-03-03,8.997177124023438,9.064137869253795,8.972827047477152,9.003263749854586,69710915
2010-03-04,9.088485717773438,9.09457234211246,9.009349596347851,9.021524274314224,65092695
2010-03-05,9.26501750946045,9.283279521545179,9.125007320856238,9.137182710223364,99635663
2010-03-08,9.283284187316895,9.319808944487644,9.265022166053685,9.283284187316895,66161942
2010-03-09,9.313719749450684,9.374593141539824,9.20414621440185,9.23458291044642,110608058
2010-03-10,9.417211532592773,9.471997617977996,9.356336675097744,9.374598703559485,123834045
2010-03-11,9.496342658996582,9.50242999904138,9.38068248350115,9.392857163590744,75285990
2010-03-12,9.459815979003906,9.575476122224837,9.417204610580859,9.575476122224837,125183468
2010-03-15,9.459815979003906,9.478077994042355,9.356329797831187,9.405029219244472,86475904
2010-03-16,9.575474739074707,9.581562791185544,9.465901235383418,9.490251299894808,92828356
2010-03-17,9.69113826751709,9.72157567793541,9.618088768370797,9.630264161324636,113668817
2010-03-18,9.636350631713867,9.685050055206169,9.57547653100952,9.672875377994123,91978843
2010-03-19,9.572897911071777,9.682721195957184,9.536289910685618,9.572897911071777,110142617
2010-03-22,9.621711730957031,9.627812230853111,9.469179894175259,9.475281110344664,78909193
2010-03-23,9.70102596282959,9.707127177555863,9.591203381483531,9.646114314019984,79992227
2010-03-24,9.70712947845459,9.75593920783423,9.640014668010938,9.640014668010938,86346279
2010-03-25,9.749833106994629,9.957276501748913,9.737630680763136,9.774238675730581,150906813
2010-03-26,9.762041091918945,9.884066131036858,9.707129430365558,9.792547172630094,218970526
2010-03-29,9.774240493774414,9.847455781054645,9.71322763499537,9.816948993528575,76076908
2010-03-30,9.713229179382324,9.810849339186374,9.688823602226403,9.780342546809775,59183033
2010-03-31,9.731532096862793,9.76813866648012,9.646113663905574,9.652214878220647,72467985
2010-04-01,9.810848236083984,9.84135430875736,9.74373487620256,9.810848236083984,59488321
2010-04-05,9.908468246459961,9.920670675358807,9.841354171243195,9.865759745314007,55300582
2010-04-06,10.012189865112305,10.036594721789873,9.884062935008895,9.90236729379016,63364125
2010-04-07,9.975582122802734,10.073202261311065,9.914569267632633,10.036594261699781,91544300
2010-04-08,10.054899215698242,10.08540528695517,9.896265496342917,9.938974712375716,86447591
2010-04-09,10.091506958007812,10.115912532391194,10.030494096459053,10.091506958007812,64967625
2010-04-12,10.13421630859375,10.176924810845588,10.109810733890988,10.1220131631058,56718325
2010-04-13,10.1403169631958,10.19522860790306,10.073202889947618,10.122012604111314,85280479
2010-04-14,10.402671813964844,10.408773744794841,10.256241948326975,10.268444377440703,155369926
2010-04-15,10.359964370727539,10.445381383252201,10.329457578552667,10.427078453984409,101626682
2010-04-16,9.98168659210205,10.329459503558278,9.804749886351928,10.317257070923558,468533372
2010-04-19,10.079305648803711,10.097609294420009,9.853558537383092,9.865760967793955,319699563
2010-04-20,10.213534355163574,10.213534355163574,10.09761053573644,10.158623411564388,151176894
2010-04-21,10.152523040771484,10.311156828830999,10.036599203515518,10.219637859150309,210131946
2010-04-22,10.207428932189941,10.237934997253449,9.999985540939234,10.042694032028145,123733596
2010-04-23,10.237936973571777,10.280645472905082,10.170822901203493,10.225734545190834,109054906
2010-04-26,10.079305648803711,10.231837461485936,10.054900787981984,10.231837461485936,128910443
2010-04-27,9.73763370513916,10.07930532710434,9.713228845096356,9.969482024365352,289883143
2010-04-28,9.877961158752441,9.94507522706984,9.786442235146188,9.871860661203275,194917032
2010-04-29,10.103710174560547,10.158621105695698,9.957278876047402,10.006089308885118,153177515
2010-04-30,9.859659194946289,10.085406293599114,9.841354834092039,10.054900219297314,206146707
2010-05-03,10.048799514770508,10.073205093464184,9.914572055184946,9.94507813321047,110817944
2010-05-04,9.774240493774414,9.932873496836066,9.71322763499537,9.902367425583094,195182313
2010-05-05,9.719325065612793,9.88405921879573,9.578995759931678,9.61560374745723,227201362
2010-05-06,9.310548782348633,9.786448040420776,8.883458547534435,9.676624693928144,385070710
2010-05-07,9.206823348999023,9.481380900419333,9.072595180914728,9.316645939803218,434082852
2010-05-10,9.719325065612793,9.774236688764713,9.56069212430531,9.68271779436006,220172844
2010-05-11,9.682720184326172,9.841352448515714,9.566795697533474,9.572896910914878,149938016
2010-05-12,9.7925443649292,9.798645579322098,9.664417430132064,9.743734649785997,108045855
2010-05-13,9.615607261657715,9.786442689151055,9.615607261657715,9.76203783273003,117497842
2010-05-14,9.36545467376709,9.511885245707427,9.267834531231227,9.505784031566005,185612150
2010-05-17,9.37155532836914,9.450872540018093,9.145808269795696,9.365454114591996,215164644
2010-05-18,9.103099822998047,9.487479904664232,9.035985749529589,9.481379406646848,245298293
2010-05-19,9.115303039550781,9.206822694365702,8.932265162467273,9.017683602464286,282446426
2010-05-20,8.694314002990723,8.974971241332685,8.676009647209316,8.944465175485291,264759910
2010-05-21,8.999378204345703,9.115301988796116,8.511276061266416,8.511276061266416,256736868
2010-05-24,8.743124961853027,9.042088055877132,8.730922532764927,9.042088055877132,132667948
2010-05-25,8.822442054748535,8.828543269203566,8.444163177171044,8.499074107266317,202843441
2010-05-26,8.761429786682129,8.981075670742792,8.71261935146648,8.962771309866191,153920670
2010-05-27,9.158013343811035,9.164113842600907,8.901759446069494,8.950569882847216,150171413
2010-05-28,8.956673622131348,9.13971155815451,8.92616753821862,9.133610341371964,156946837
2010-06-01,8.767534255981445,8.987180221572757,8.755331821716391,8.8590532292428,102271849
2010-06-02,9.042089462280273,9.042089462280273,8.773633115493954,8.859050848669625,97060780
2010-06-03,8.993276596069336,9.096998664017658,8.895656458241255,9.078695022476088,126116689
2010-06-04,8.633304595947266,8.859051005738309,8.590594654192326,8.81024128092868,146914680
2010-06-07,8.46246337890625,8.712615218646702,8.431957319037718,8.669906734830757,128171597
2010-06-08,8.63940143585205,8.645503365141893,8.358742771983287,8.51127452995145,180966602
2010-06-09,8.547884941101074,8.767530820629279,8.511276936376463,8.70041674219512,153438734
2010-06-10,8.828545570373535,8.846849218509492,8.615000859967447,8.676013736693944,138725329
2010-06-11,8.852948188781738,8.8834542612697,8.718720037288453,8.743124895278822,66406172
2010-06-14,8.816339492797852,8.96887126340679,8.804136349479807,8.926162768749174,111620925
2010-06-15,9.023781776428223,9.042086132439792,8.816339093511582,8.87125001272735,124529437
2010-06-16,9.029885292053223,9.078695722869362,8.932264430420943,8.968872432601325,76874719
2010-06-17,9.017684936523438,9.066495378560774,8.920064052448765,9.054292230846487,88713985
2010-06-18,9.067207336425781,9.085550169611677,8.999952195487205,9.061093297956695,82191162
2010-06-21,9.054981231689453,9.201720351875485,9.006068909406299,9.171149432669658,105541262
2010-06-22,8.914358139038086,9.103894835173065,8.902129339931626,9.061096550526605,102404305
2010-06-23,8.87155532836914,8.963266616736341,8.816528986015975,8.920468350461658,147406957
2010-06-24,8.7125883102417,8.896010859369238,8.675903369749102,8.816527659043507,180425454
2010-06-25,8.951041221618652,8.969384059008899,8.700363433592543,8.822644948780955,174342222
2010-06-28,8.865442276000977,8.981609729440784,8.840986121124947,8.957154292343427,97958795
2010-06-29,8.547510147094727,8.755389635253456,8.480254997461646,8.743161556734485,190216582
2010-06-30,8.443573951721191,8.633110675925982,8.406888984526681,8.535285293038962,152587990
2010-07-01,8.36408519744873,8.498595470685952,8.162320505371492,8.431341051845937,164533121
